pm,stator_yoke,stator_tooth,stator_winding,ambient,coolant,u_d,u_q,torque,i_d,i_q,,motor_speed
0.353702,0.02228826,0.060308307,0.01718585,0.70283777,-0.13129742,0.81097716,-0.95133805,-2.235442,-0.13078994,-2.3259664,,-0.8916634
-0.15815562,-0.95105857,-1.067862,-1.0021287,0.6584703,-0.92108786,0.35959393,-1.284972,-0.25563973,1.0291312,-0.24572532,,-1.2224231
1.0963138,1.3396807,1.1908373,0.9554364,0.6349656,1.408074,-1.3074253,0.13590494,0.59539956,-1.2900027,0.5089662,,1.1073165
0.2456429,1.6011846,1.0048602,0.51515645,0.06177634,2.1476467,0.355818,-1.2992887,-0.25563973,1.0291303,-0.24571446,,-1.2224298
1.8260416,2.2130172,1.9395303,1.494021,0.041689403,2.1047392,0.8508502,1.6282417,-0.5520488,-0.09948264,-0.54121685,,1.1455333
-0.6249975,0.23189144,0.7094741,1.2643198,-0.9074955,-0.36096302,-1.3364229,-0.40329185,2.5655143,-1.1748307,2.595431,,-0.41078725
-2.3931136,-0.05803981,0.76496714,1.8539166,-2.967949,-1.0937942,0.17811134,-1.0724323,3.0024536,-1.512047,2.914141,,-1.1899704
0.118150316,-0.057711642,-0.001054903,-0.059306808,0.6886087,-0.1750851,0.13494901,0.12135174,-0.041865535,0.9849646,0.01249581,,-0.52872473
0.75798005,1.5887654,1.8133974,2.076026,0.8234577,1.0238308,-1.4308747,0.055993214,1.1823798,-0.977047,1.1060721,,0.29038948
0.25032026,1.6052525,1.0082265,0.5162351,0.1197747,2.1482208,0.35563347,-1.3004421,-0.25563973,1.029136,-0.24571559,,-1.22243
0.15191133,0.3629324,0.15590571,0.017842509,0.681443,0.596031,-0.042035654,1.1961609,-0.021777539,0.97934645,0.036146853,,0.022310602
-0.29210475,0.44198933,-0.004744759,-0.3299762,1.3608254,0.98615855,0.33083388,-1.1286156,-0.25023115,1.0291504,-0.24571463,,-1.1412861
0.87614965,1.722953,1.2923427,0.77829766,-0.11548392,1.9492722,0.307165,-0.7370181,-0.25563973,1.0291872,-0.24572162,,-0.95153034
0.35394514,-0.668893,-0.18391845,0.017978428,-0.99691105,-1.0409256,-0.9070817,1.0190822,0.1543285,-1.0996766,0.11701641,,2.007895
0.25068638,0.35574812,0.39086184,0.3329744,0.5880817,0.17855047,0.3466812,-1.2520859,-0.25578666,1.0290209,-0.2458729,,-1.2196815
0.14096004,0.88468117,0.66956925,0.43201473,0.6042179,1.0071698,-0.9418086,0.88070273,0.7996491,0.5112548,0.94527435,,-0.004973876
0.18710656,0.8868589,0.688048,0.45130265,0.34790874,1.0074195,-0.9415724,0.88003576,0.7991599,0.5113351,0.9452666,,-0.004974536
-0.13374642,-1.4389883,-1.5313975,-1.5001111,0.4892219,-1.0896136,0.11740909,-0.7051016,0.38709682,0.82014436,0.48692942,,-0.95189935
1.1308653,-0.45743987,0.007293849,0.1977508,1.7364777,-1.0527095,-1.1612978,0.69941944,0.35398218,-1.0583082,0.30762288,,1.483029
0.3088979,1.2910446,0.77242225,0.3260082,0.6891266,1.6611186,0.48265108,0.10876812,-0.46874595,1.0055572,-0.49816662,,-0.49197674
-1.4868113,-1.4091152,-1.3365049,-1.2432573,-0.5830391,-1.0782365,-0.71315956,1.2917696,0.17852707,-0.7140682,0.15774412,,1.3477572
0.13603188,-0.24323286,-0.13196771,-0.030306112,0.6886087,-0.5488106,-1.5811499,-0.5881478,1.7778798,-1.8276068,1.5829825,,0.077602826
-0.87254196,-1.3724132,-1.6033627,-1.6196272,0.57705957,-0.69265807,0.34846592,-1.299231,-0.25563973,1.0291451,-0.24569756,,-1.2224284
-0.47336504,-1.258848,-1.5075202,-1.5339471,0.6886087,-0.64290977,0.3056054,-1.262105,-0.25563973,1.0291462,-0.24571891,,-1.2224306
-0.5478279,0.6529089,0.5788217,0.41918072,0.12618862,0.5686036,0.41565913,0.28232595,-0.38098815,1.011326,-0.39332002,,-0.41981682
1.7843528,1.3710865,1.7795184,1.8787277,1.5511825,0.5661699,0.34637442,-1.2397484,-0.2556305,1.0289153,-0.24570946,,-1.2132329
0.2898296,0.16998929,0.39931864,0.6133743,1.3316194,-0.1468515,1.4207594,1.1295071,-0.888683,-0.51413083,-0.8503317,,1.0897943
1.7113972,0.07664704,0.8837806,1.261606,-0.37111855,-1.0368593,-1.6095725,-0.67416805,0.6872647,-1.9286013,0.5600562,,1.3477567
0.011577527,-0.14551634,-0.024454772,0.29713908,0.7099192,-0.06442192,-1.3209485,0.3780987,1.2626024,-0.3520379,1.2813143,,0.049405776
-1.7227877,-0.7730461,-0.7705987,-0.5480553,-0.7680894,-0.37470454,1.9693283,0.35584328,-1.8611025,-0.1852523,-1.9005398,,0.07116606
1.0986187,1.5561,1.1298879,0.57682014,0.6886037,1.747553,0.42363173,1.7558377,-0.33651134,0.9070679,-0.3378078,,0.40257806
-0.7516428,-1.2384629,-1.2503852,-1.3214096,-1.0131817,-1.0419672,-0.46380058,1.5153676,0.18471053,0.37083238,0.22696884,,0.4571239
-2.2111583,-0.24382463,-0.04623755,0.14358132,-3.0538473,-1.0663904,0.30221835,-1.1853144,-0.11957155,1.0139459,-0.091441676,,-1.1899635
1.7284931,2.323519,2.2281575,1.9939039,2.1876428,2.1813233,-1.5277675,-0.21234947,1.0392542,-1.3821341,0.9253449,,0.57955635
0.2362512,-0.39752916,-0.004245502,0.018030126,0.3681914,-0.90643746,-0.15769093,1.6085958,-0.102199376,-0.45714608,-0.097879045,,1.4329885
1.2030699,1.8850887,1.4247613,0.9120186,0.36714852,2.1762319,0.2399341,1.7580452,-0.25563973,0.16878767,-0.24553451,,0.9419406
-0.5054562,-0.73561686,-0.45198432,-0.22978286,0.2673231,-1.0865109,2.006218,0.28316766,-1.8573713,-0.3613273,-1.8273418,,0.13029565
0.40258336,0.5355337,0.6193853,0.7510204,1.3878582,0.322082,0.42728055,-0.1739607,-0.45273393,0.9865254,-0.47810748,,-0.64211017
1.2477362,2.248519,1.9916204,2.0191958,0.69443345,1.9526181,1.5056896,-0.32059273,-2.1509585,-0.036744688,-2.252478,,-0.42420378
0.7332792,0.78499645,0.312737,-0.044781048,0.6886147,1.2429911,0.32123235,-1.3299133,-0.25563973,1.0291336,-0.24573863,,-1.2224334
-0.035526566,1.4821943,0.923107,0.475283,-0.5125351,2.02337,-0.057982862,-0.21286894,0.3712834,0.8201452,0.48691764,,-0.68133485
0.76482624,0.14787339,0.13352863,-0.10168869,2.112084,-0.051163174,0.41011795,1.5720495,-0.32587036,1.0209167,-0.32819086,,0.23314832
0.03943865,0.4486872,0.30941743,0.14028467,0.38841987,0.91225463,0.33883417,-1.3230653,-0.25563973,1.0291419,-0.24572046,,-1.222428
1.3279911,1.3521062,1.227859,0.9893686,0.8478397,1.2471094,-1.2982794,0.46267685,0.8043517,-0.713826,0.7579378,,0.55531305
2.8039744,0.28861,1.2790633,1.732306,0.45679292,-1.053069,-1.6059017,-0.7250605,0.47000423,-1.8982702,0.36900806,,1.9429519
1.682179,2.225827,1.9404558,1.5477389,2.0304322,2.1747978,-0.80638456,0.38615206,0.9323459,0.43572897,1.07149,,-0.24302559
0.87187105,0.45585594,0.34873563,0.17647085,-0.14428435,0.38925475,0.3492773,-1.2976104,-0.25563973,1.0291525,-0.24570328,,-1.2224289
-0.28186452,-0.023426307,-0.27982488,-0.5001691,0.19208845,0.32790652,-0.24559425,0.3091595,0.3712834,0.82015574,0.48692396,,-0.41079235
0.15789028,0.60360205,0.3872579,0.16466989,-0.13561602,0.8389598,-0.69468224,1.3182089,0.27843064,-0.07934401,0.29337046,,0.7217593
0.15380582,0.23148118,0.053360153,-0.22480406,0.40385345,0.33296642,-0.09515532,0.8716588,0.057821833,0.96147496,0.13100305,,-0.14024432
-0.22641808,-1.4525878,-1.5287974,-1.567526,-1.8874621,-1.0658616,-0.2724512,0.53741103,0.32418644,0.85010636,0.41710138,,-0.30527487
1.757021,1.3046868,1.4002569,1.261606,0.65144,1.0059413,-1.1666609,0.7051824,0.34194675,-0.99584347,0.31177974,,1.4830272
-0.6276024,-1.3181639,-1.3599204,-1.4749683,-1.8006824,-1.0559845,-0.11887383,1.5800173,-0.005152132,0.9855733,0.057374135,,0.18441175
-1.415555,0.12110524,-0.33415848,-0.5344139,-0.8822483,1.007438,0.20740479,-0.7021808,0.057821833,0.9614288,0.13102189,,-0.9518764
0.4356088,-0.81716174,-0.63573617,-0.59625286,-0.8307301,-1.0513431,-1.0848124,0.862762,0.93540317,0.43451878,1.067363,,-0.00497665
-0.74835235,1.2956642,1.1471809,1.1165026,0.2563783,1.2454387,-0.13249812,-0.7908991,1.6251297,-0.17806473,1.7232659,,-0.95188606
-1.4956579,-1.1542131,-1.1014322,-0.98406786,-0.60326254,-1.0584884,-0.95783055,0.6492461,1.0232832,0.38617504,1.1367681,,-0.14024413
-0.88681424,-0.91163987,-1.067848,-1.0361183,-0.122205,-0.6968595,0.2842674,1.2375201,-0.24835019,1.0179528,-0.23562697,,0.017564373
0.2265448,1.2951063,0.9375428,0.6137237,-0.9451419,1.5029584,0.29894397,-1.0803125,-0.24454157,0.9981171,-0.23080905,,-1.1228286
-1.952211,-1.6655177,-1.8279421,-1.8187337,-1.3318946,-1.0728275,0.5139995,-0.14725363,-0.57421136,0.99430275,-0.61742216,,-0.64616823
0.3347144,0.9473007,0.93608344,0.9167555,0.42175522,0.9797398,1.0483806,1.4187611,-0.6181189,-0.7160819,-0.58615386,,1.7871195
0.9684451,1.11524,1.3621179,1.5874469,1.563945,0.6096737,2.248535,-0.84537643,-1.7472954,-1.9435459,-1.5639073,,0.8200078
-0.72976565,0.4869645,-0.15821593,-0.3912609,0.120929,1.7408893,-1.5962256,-0.66569644,0.72058326,-2.0827923,0.55131984,,1.5014794
0.0289731,-0.99004143,-1.0535065,-0.9358652,0.6348793,-1.1012465,0.3318439,-1.1852876,-0.2528192,1.0291395,-0.24574223,,-1.1682941
-0.10437759,1.7462673,1.4582474,1.261606,0.3585414,1.7475554,-0.32368648,-0.46401632,1.2517937,0.19188018,1.3841537,,-0.7569345
0.88253504,0.13585298,1.0070354,1.7555516,0.6885796,-1.0316232,-1.65049,-1.3135812,1.186255,-2.555348,0.9732742,,0.6713885
-1.1699361,-0.8252272,-0.6480188,-0.3654347,-1.9536731,-1.0750319,-0.8468814,0.009226382,1.4867009,0.0381567,1.5612493,,-0.43784577
0.3457205,-0.024146035,0.005568689,-0.1414753,1.9802731,-0.04494842,0.5731677,1.7306831,-0.41391826,-0.2994767,-0.40242276,,1.3522768
1.7650716,2.0478425,1.6849968,1.2039119,0.69387436,2.177354,0.4806311,1.7474933,-0.37258577,-0.063117236,-0.36368594,,1.1959342
0.09881437,-0.9132461,-0.7668849,-0.7110595,0.02344334,-1.0565238,-1.078535,0.8728948,0.93912655,0.43852043,1.0683122,,-0.004971894
0.082689874,-0.94245416,-0.79561424,-0.6376336,-1.1408149,-1.0825676,-0.59803116,-0.10607421,1.2204467,0.253992,1.3230828,,-0.54607004
0.8091167,0.30122495,0.155895,0.016166449,1.5411019,0.31846407,0.9527149,-0.42165953,-1.4909606,0.46505776,-1.6153042,,-0.65048075
0.9032139,1.3227718,1.2168168,1.0722657,0.6883337,1.4502811,-0.55832,1.0214882,0.03955852,-0.9740927,0.001920082,,1.7947512
0.46620739,1.8101819,1.3776815,0.983637,-0.28147414,2.1758947,0.20235981,1.7304481,-0.25563973,-0.3411303,-0.2489482,,1.4830359
-1.3968538,-1.4589165,-1.5517029,-1.5684512,-1.6369898,-1.0751753,-0.26247343,0.5567908,0.33013856,0.85012776,0.41710925,,-0.30527487
-1.3469661,-0.44238994,-0.29721418,-0.20910642,-2.7498572,-1.0495514,0.22390178,-0.257818,-0.12074286,1.0139765,-0.0914454,,-0.7354473
0.45654374,1.6618142,1.3463703,0.9633567,0.78172106,1.6609678,-0.05023471,0.033244412,0.21726915,0.9003232,0.31479466,,-0.55779606
-1.0126951,-1.0541687,-0.93819696,-0.83267385,-0.13137521,-1.1001045,-0.96430695,0.6407454,1.019132,0.38621825,1.1367803,,-0.1402428
-2.0223324,-1.2419908,-1.4217176,-1.3785026,-1.007917,-0.6601716,0.3186845,-1.2513183,-0.25563973,1.0291469,-0.24571034,,-1.2224329
-1.5306606,-1.4396358,-1.5329549,-1.6582897,-0.8796787,-1.0850657,0.2978006,1.7455063,-0.26589546,1.0292226,-0.24597746,,0.26557323
0.06565441,-0.23097071,-0.11660238,0.021300055,1.4815146,-0.06790766,-1.3734372,0.28663376,1.5733306,-0.2629033,1.6361433,,-0.11522027
0.30109802,1.4550915,1.457092,1.5889955,0.6724966,1.25394,-0.94205004,0.23833333,1.2591769,0.17142563,1.3867406,,-0.29257914
-1.8799483,-1.3708156,-1.6410748,-1.6602705,-0.51855254,-0.6409024,0.31551713,-1.2509141,-0.25563973,1.0291483,-0.24572456,,-1.2224315
0.4387179,-0.26061383,0.14675689,0.39760947,0.6867357,-0.63401526,-1.2671628,0.48832896,0.4931046,-1.1389872,0.4198454,,1.2650971
-0.9004744,-1.5551302,-1.7157961,-1.7048806,-0.12104065,-1.0787975,0.3210744,-1.2995933,-0.23774382,1.0291677,-0.24571148,,-1.222429
0.26064456,0.19617137,0.01772358,-0.2551236,0.23778392,0.3270667,-0.60622966,1.3270776,0.3712834,0.82204026,0.48434594,,0.13030277
-0.7680873,-0.04658833,-0.13134395,-0.22530243,-0.99249357,0.0707567,0.35153916,-1.2680608,-0.25563973,1.0291402,-0.245719,,-1.2224332
0.60620844,0.4440113,0.43736684,0.38220778,0.9451336,0.31211987,1.42864,-0.2901486,-2.0383413,0.051159985,-2.1457953,,-0.4548844
1.6640543,1.492187,1.688426,1.8897389,2.0927517,1.0092654,-1.449478,0.01481458,0.47697428,-1.4894989,0.41040346,,1.6182945
-0.10630667,0.53955173,0.22807197,-0.0366935,0.40470964,1.0651593,0.18544197,1.1606815,-0.18363193,1.0079402,-0.15839536,,0.005950325
-1.7456872,-1.4119565,-1.5004967,-1.3866858,-1.9244492,-1.0780574,0.28301322,-1.168732,0.4019852,0.82012236,0.48692292,,-1.1953642
0.41852048,1.1255724,0.96283215,0.8282243,0.36892614,1.1770759,-0.16836742,-0.40974236,0.77343553,0.5358901,0.90445316,,-0.7597057
0.084326826,1.5844253,1.0786397,0.7705618,0.7275329,2.2574172,0.7525129,1.5864321,-0.51671875,-0.1465458,-0.50820655,,1.0913863
1.9798912,1.3720291,1.4185652,1.2373071,1.8472991,1.0131812,-0.29187596,1.6092645,-0.06824304,-0.46806136,-0.06397882,,1.6182971
-0.1480115,-0.39753547,-0.5296085,-0.7265427,0.62378186,-0.30582887,1.4420891,1.1744263,-0.9019014,-0.48289135,-0.86830467,,1.0504587
0.7265416,0.95324945,0.9509522,0.6885995,1.4926813,0.78608716,-0.28448328,1.5438693,0.08674815,0.5348455,0.12819886,,0.44291782
2.1521046,1.6072582,1.9183074,2.0076952,2.521187,1.014235,-1.4711249,-0.035115153,0.47922996,-1.4910848,0.41238305,,1.6182963
-0.4857097,-1.2696205,-1.5086702,-1.5344627,0.6886097,-0.6439375,0.305301,-1.2597679,-0.25563973,1.0291272,-0.2457223,,-1.2224287
1.1709781,1.8808416,1.4161284,0.89758056,-0.08538062,2.1762114,0.24098945,1.7581297,-0.25563973,0.16808243,-0.24556983,,0.9419409
0.086540826,0.30376723,0.77017623,1.1138786,-0.522968,-0.35153237,-1.2632957,0.459026,1.3119533,-0.10905799,1.3405138,,-0.024969785
0.7305439,1.295828,1.6824514,2.0170014,0.6874785,0.3246838,0.116369605,-1.0463896,2.1744516,-0.76145345,2.2188141,,-1.1414545
0.98476416,2.138209,1.7956246,1.2616183,0.58468604,2.1799736,1.9483824,0.2861332,-1.3599107,-0.9492083,-1.2781105,,0.8527173
1.6377535,2.2049253,1.8527514,1.2723963,-0.48665354,2.172228,0.7742604,-0.639205,-1.4121532,0.5084313,-1.532703,,-0.7757375
0.6388572,0.2727443,0.46185738,0.8685825,0.97064984,-0.070980236,1.9127837,-0.6829053,-3.064258,-1.0086583,-3.0730162,,-0.37807858
1.8656552,1.3230411,1.4181757,1.261606,1.2203523,1.0158446,-1.1643596,0.71020204,0.34054962,-0.99087435,0.31188685,,1.4830272
-1.1766235,-1.4346205,-1.5231403,-1.5339491,-1.727388,-1.0598872,-0.26378784,0.5525949,0.3285318,0.8501223,0.41710058,,-0.30527955
-0.6925912,1.3144885,0.7702012,0.2925657,-0.14072308,1.9329811,0.29859668,-1.2938362,-0.25563973,1.0291533,-0.24570674,,-1.2224318
-0.78825015,-0.39754668,-0.76416165,-0.9771674,-0.5587706,0.33072874,0.31568018,-1.3307791,-0.25563973,1.0291314,-0.24572392,,-1.2224281
2.6551194,0.2774865,1.2438813,1.7246239,0.34380645,-1.0530468,-1.5997388,-0.69861823,0.46814072,-1.8938788,0.36806843,,1.9429593
1.4717677,1.4890554,1.2495438,0.8694918,0.6886137,1.4760253,-0.5128306,1.4734157,0.12230815,-0.006682457,0.13880327,,0.8638911
-1.2279238,-1.0719346,-1.0659631,-0.86621535,-0.14425224,-1.0653828,-0.9607726,0.6448089,1.0204935,0.38622254,1.1367663,,-0.1402504
0.16508289,-0.23949169,-0.2951298,-0.47371167,-0.13211897,-0.18437979,-0.4054832,1.5462074,0.057821833,-0.107145146,0.0704529,,0.94194233
-1.5248355,-1.7462937,-1.9239178,-1.897393,0.12922896,-1.0641679,0.31363225,-0.7134349,-0.25650352,1.0291344,-0.24572216,,-0.95188546
-1.487626,-0.73135775,-0.56705093,-0.4276534,0.3084666,-0.6384016,1.8415738,0.5880139,-1.125942,-1.1145774,-1.0417925,,1.2987732
-0.97090137,-1.4055175,-1.6198351,-1.6505297,0.62305015,-0.69632035,0.34915733,-1.3003743,-0.25563973,1.0291617,-0.24570741,,-1.222432
-1.9836711,-0.42434534,-0.8031365,-1.006209,-1.4198277,0.33426356,0.20895733,-0.69811374,0.057821833,0.9614474,0.1310087,,-0.95188177
-0.14340623,-0.1479037,-0.45360819,-0.7033452,0.16051668,0.327105,0.1610068,-0.8296996,0.3779935,0.8154269,0.4940389,,-1.0151318
-0.31067026,1.5876507,0.9984957,0.4785486,-0.5324815,2.1763196,0.31130457,-0.73390895,-0.25563973,1.029184,-0.24570313,,-0.9518941
-1.8348837,-1.3974662,-1.1434711,-0.71472675,-1.0035056,-1.0613202,-1.4308138,-0.08803941,0.4295701,-1.8370464,0.34407383,,1.9852341
-2.2510433,-1.3700325,-1.5971047,-1.5579016,0.29244784,-0.66545826,0.8438344,-0.35912865,-1.2840859,0.577625,-1.3993646,,-0.6653347
0.69706637,0.9499036,1.0185263,0.9960958,-0.8571557,0.8389598,1.5827488,0.92670125,-1.2386559,0.5938305,-1.3502748,,0.122504815
0.6887682,-0.39753547,0.29837447,0.6634801,-0.99766487,-1.0475857,-1.3240299,0.31174585,0.35800222,-1.4435157,0.2909753,,1.888854
-1.9482155,-1.7472572,-1.9857602,-1.970465,0.28701457,-1.0782478,0.31519726,-0.70976657,-0.2561119,1.0291345,-0.24571946,,-0.9518769
1.3021982,1.7114991,1.3059599,0.76537246,0.6886609,1.9373238,0.8676089,1.4073244,-0.60504335,0.97185993,-0.6585738,,0.21437596
0.32209828,0.33097222,0.46185917,0.49352014,1.0006628,-0.12549739,0.7295977,1.6764028,-0.50395584,0.20114268,-0.5022642,,0.7785195
-0.7163282,-0.816017,-0.59020305,-0.3637077,0.13530463,-1.0936033,2.0011735,0.29701954,-1.8593925,-0.35744855,-1.8280009,,0.1302963
-0.5984875,-0.5877404,-0.90063965,-1.0189949,-0.6097658,-0.123802476,0.31495705,-1.332274,-0.25563973,1.0291498,-0.24571107,,-1.2224293
0.62473434,0.93864465,1.0393819,1.2184522,0.6886047,0.7151578,1.6919637,-0.38037926,-2.4467304,-0.33506453,-2.5171833,,-0.3830928
1.0455284,2.062302,1.9098263,1.6365156,0.5836672,1.9922026,-0.6526242,1.3076748,0.17216012,-0.34511057,0.16752619,,1.0884806
0.70067084,1.1215864,1.2889278,1.2616394,0.07349104,0.31591275,-0.3898345,-0.25817236,1.0221157,0.3786699,1.1627378,,-0.651096
0.6141804,-0.7656193,-0.5425688,-0.5065289,-0.5735668,-1.0757084,-1.0882372,0.85954195,0.9343293,0.43755898,1.0676837,,-0.004974668
0.15092638,0.022698717,0.35473707,0.65906936,-0.86659086,-0.36559883,-1.1030155,0.14195536,0.9891836,-0.4549801,0.98833287,,0.08004516
0.20710795,0.31734365,0.17990075,-0.040150173,0.3009074,0.32761306,-0.09498078,0.8709193,0.057821833,0.96148556,0.13100915,,-0.14024755
-0.80268145,-0.9336146,-0.90702355,-0.9837162,-0.86834645,-1.0851294,0.29322478,1.725359,-0.2650815,1.0291893,-0.24588957,,0.2655723
-0.79022,-0.73472506,-1.0679032,-1.144139,-0.15234944,-0.04563914,0.29880893,-1.2946074,-0.25563973,1.0291502,-0.2457119,,-1.2224329
1.2959958,1.1926312,1.3315326,1.261606,1.289142,0.5555121,1.4414324,-0.3851248,-2.1630104,-0.05130004,-2.2626448,,-0.4780722
-0.78295684,-0.8902884,-0.7619474,-0.5661201,-0.9440177,-1.0616586,0.2983727,-1.2363939,0.16161442,0.92999256,0.24835323,,-1.222428
-1.0954672,-0.8161934,-0.61255866,-0.3553731,-1.9057002,-1.0644624,-0.8487549,0.007784025,1.486222,0.03813413,1.5612473,,-0.4378438
0.9466064,1.9578104,1.7700616,1.6573392,0.58831257,1.9769846,1.8031651,0.61369926,-1.235152,-0.68587255,-1.1788489,,0.85138685
0.26725098,-1.2233105,-1.3907087,-1.4183005,-0.90663326,-0.8153307,0.35339308,-1.2721127,-0.25563973,1.0291337,-0.24572788,,-1.2224305
0.19526346,1.2940594,0.86578417,0.60925543,0.4358538,2.1152363,1.7135288,0.81450063,-1.028864,-0.84633964,-0.9668138,,1.3037231
0.34940857,1.2910434,0.7702012,0.2967133,0.5103216,1.7104622,0.34122175,-1.3161583,-0.25563973,1.0291417,-0.24571082,,-1.2224272
0.8824005,0.82980543,1.0463514,0.95279676,-0.15066718,-0.38513866,-1.5887989,-0.61162287,0.89549077,-1.905496,0.7337597,,0.96246415
-0.38537866,-0.48613903,-0.38196728,-0.15482889,0.65680206,-0.52840173,2.0647128,0.05071878,-1.6810008,-1.0140637,-1.5885512,,0.46968776
-0.8742087,-0.030453699,-0.13098669,-0.17453735,-0.12651105,0.3335378,1.3780143,1.2557899,-0.7814719,-0.82620955,-0.73386186,,1.6693336
-2.1295042,-0.73472506,-0.30180734,0.39014894,-1.4131719,-1.0708051,-0.4742347,-0.69945854,2.3375633,-0.8445454,2.291024,,-0.81661266
-1.7193528,-1.5761836,-1.7404176,-1.7759519,-2.749789,-1.0658104,0.16986185,0.4099931,-0.119704016,1.0139965,-0.09143999,,-0.410791
1.7353057,0.4587181,1.1097233,1.4690597,0.688963,-0.6609471,-1.3967574,0.21116164,1.0854439,-0.7718579,1.0330487,,0.28251675
-0.113706596,-1.1281767,-1.067943,-1.0973574,0.6821546,-1.2111796,1.4737391,0.71986884,-1.2756503,0.5806928,-1.3904147,,-0.03835046
1.6133015,2.0029752,1.8400308,1.3707829,0.020797469,1.9541914,0.2953195,-0.19834085,-0.25563973,1.0291692,-0.24573088,,-0.681341
0.4556097,-0.73472506,-0.4327682,-0.2853072,0.74767005,-0.8623862,0.3593831,-1.2804013,-0.2556403,1.0291597,-0.24570772,,-1.2224313
-2.233476,-1.4094807,-1.6100199,-1.5436894,0.32078153,-0.6729129,0.4462005,1.5591073,-0.35888636,-0.7934175,-0.34712517,,1.7925923
1.3582726,1.291047,1.3735734,1.2611065,1.3135681,0.85210466,0.3415509,-1.2507973,-0.25587398,1.0290407,-0.24598123,,-1.220455
0.49962246,0.28676817,0.46138617,0.5469322,0.44046602,0.44294557,-1.2514106,0.41926473,0.39935467,-1.3010666,0.3233395,,1.6234465
-0.23101111,-0.81391174,-0.46732908,-0.34529656,-0.8645864,-1.0488827,0.17986257,1.6841741,-0.26440403,-0.757027,-0.25437313,,2.0241244
-0.3381739,-0.98744875,-0.84498656,-0.78794354,0.3061058,-1.0667326,-1.0722964,0.88196075,0.9428552,0.43780968,1.0687228,,-0.004971234
1.0720272,0.837674,1.0755817,1.2541966,0.68426347,0.3395942,2.1360328,-0.16510764,-1.8619548,-1.0698234,-1.7610528,,0.35618606
-0.48284104,-0.6223748,-0.5112683,-0.52356076,0.68892086,-0.7351086,-0.18363743,1.6625935,-0.039293405,0.13502808,-0.020586206,,0.7927927
1.6103413,2.1151338,1.8621706,1.5835844,0.68858564,2.180167,1.7077981,0.81910837,-0.91315836,-1.0206548,-0.84738797,,1.8898497
0.33141455,0.46589786,0.46185774,0.43314508,0.79246616,0.33734724,-1.1516047,0.7509508,0.72986996,-0.37710088,0.7220353,,0.44915208
-0.6925446,0.051297292,0.45216948,1.0961901,-0.9799106,-0.35517034,-1.3393906,-0.4013597,2.5655143,-1.1748415,2.5954266,,-0.41078883
-0.9408661,-0.7729563,-0.7619508,-0.59874374,-0.4681696,-0.7019587,-0.18743767,1.645639,-0.054924585,-0.117401406,-0.04288829,,0.9952868
0.53390193,0.34671745,0.46185845,0.62775135,-0.14402238,-0.12633072,-0.14117272,-0.7992365,1.6251297,-0.17814296,1.7232417,,-0.95186853
0.5249566,0.3272966,0.65387136,0.9268293,0.6227169,-0.12948129,2.2006683,-0.4370765,-2.4878895,-1.1332207,-2.3827353,,-0.005984207
-1.3075336,-1.1535217,-1.0857091,-0.96286094,-1.1945071,-1.0942092,-0.8190213,1.198687,0.38343593,-0.26176012,0.37812465,,0.69523144
-2.0047417,-1.0704514,-1.1782194,-1.1391149,-1.0165242,-0.80992126,0.33888167,-1.2488426,-0.25563973,1.029157,-0.2457011,,-1.2224314
0.9985877,1.5027735,0.99864715,0.47883117,0.31573573,1.9405193,0.30347252,-0.73606735,-0.25563973,1.0291431,-0.24570867,,-0.9501554
0.3884312,-0.56344074,-0.16894503,0.019273447,-0.13951857,-0.697192,-1.1273609,0.74537003,0.3518017,-1.0763173,0.30503628,,1.4830279
0.5661303,0.4061167,0.46185845,0.5439309,0.35692438,0.33061603,-1.1285291,0.74229795,0.3439884,-1.0393646,0.30645317,,1.4830288
0.1699923,-0.22165419,-0.17958161,-0.15039667,-0.62444454,-0.31801194,-1.4322834,-0.079815015,0.56087947,-1.664507,0.42579156,,1.5655205
0.7613414,0.554151,0.5768815,0.39981905,-0.44836572,0.32670996,0.6089686,1.720929,-0.43785113,0.202911,-0.43423605,,0.8252156
0.79723763,0.714067,0.77020764,0.53334653,-0.8243724,0.5267716,0.34822676,-1.2994609,-0.25563973,1.0291395,-0.24570033,,-1.2224325
-0.3486714,0.4585313,-0.13128929,-0.4573648,0.2902898,1.3339173,0.3168458,-1.2504826,-0.25563973,1.029139,-0.24573451,,-1.2224287
-0.29541564,-0.512291,-0.4510458,-0.40135485,1.0596337,-0.6018062,2.081513,-0.0047206,-1.423559,-1.3586096,-1.3069134,,0.9717434
0.09700012,-1.2230878,-1.4076833,-1.4407597,0.6886087,-0.79199505,0.32194993,-1.3256905,-0.25563973,1.0291481,-0.24571875,,-1.2224311
-0.83759755,-1.5684698,-1.6948534,-1.66049,0.65685624,-1.0910779,0.11895115,-0.7004443,0.39171863,0.8201249,0.4869185,,-0.9518894
-1.2933644,-1.4225845,-1.5018183,-1.4608874,-0.45738435,-1.07737,-0.22186686,-0.05123197,0.5897446,0.7036487,0.68902075,,-0.6001751
-0.18124834,0.4731979,0.39840373,0.33392993,0.6827057,0.5070207,-1.0228205,0.79363626,0.53730345,-0.48969227,0.5035471,,0.6567999
0.12676029,0.020455668,0.2522785,0.46098784,0.077690706,-0.35533518,1.3757511,1.2147588,-0.7965501,-0.7428592,-0.7508952,,1.5008134
